"QMA","Year","Season","Commercial","Recreational","Illegal","Customary"
"CRA2",1979,2,206.28,32.9712442045007,41.256,4.5
"CRA2",1980,1,168.196,3.93225029190162,33.6392,0.5
"CRA2",1980,2,272.901,35.3902526271146,54.5802,4.5
"CRA2",1981,1,120.478,3.74236409339582,24.0956,0.5
"CRA2",1981,2,270.506,33.6812768405624,54.1012,4.5
"CRA2",1982,1,109.48,3.03021458206505,21.896,0.5
"CRA2",1982,2,217.104,27.2719312385855,43.4208,4.5
"CRA2",1983,1,83.995,2.54303873711151,16.799,0.5
"CRA2",1983,2,190.626,22.8873486340036,38.1252,4.5
"CRA2",1984,1,92.134,2.37725386891519,18.4268,0.5
"CRA2",1984,2,178.128,21.3952848202367,35.6256,4.5
"CRA2",1985,1,88.535,2.8219558315624,17.707,0.5
"CRA2",1985,2,249.149,25.3976024840616,49.8298,4.5
"CRA2",1986,1,82.3750656497822,2.4623166434704,16.4750131299564,0.5
"CRA2",1986,2,192.485082614563,22.1608497912336,38.4970165229126,4.5
"CRA2",1987,1,81.0390814377531,2.3206761133268,16.2078162875506,0.5
"CRA2",1987,2,173.363633850075,20.8860850199412,34.672726770015,4.5
"CRA2",1988,1,79.41,2.35505780297981,15.882,0.5
"CRA2",1988,2,142.771,21.1955202268183,28.5542,4.5
"CRA2",1989,1,72.889,3.03732640671173,14.5778,0.5
"CRA2",1989,2,179.821,27.3359376604056,35.9642,4.5
"CRA2",1990,1,96.741,3.71959501044365,9.6741,0.5
"CRA2",1990,2,140.894,33.4763550939929,14.0894,4.5
"CRA2",1991,1,94.539,3.18493251045173,9.4539,0.5
"CRA2",1991,2,135.117,28.6643925940656,13.5117,4.5
"CRA2",1992,1,72.732,2.63454709041377,7.2732,0.5
"CRA2",1992,2,117.525,23.7109238137239,11.7525,4.5
"CRA2",1993,1,101.832,2.82092955992256,10.1832,0.5
"CRA2",1993,2,113.097,25.3883660393031,11.3097,4.5
"CRA2",1994,1,126.29,4.00593653290019,12.629,0.5
"CRA2",1994,2,86.529,36.0534287961017,8.6529,4.5
"CRA2",1995,1,162.285,5.17881985104933,16.2285,0.5
"CRA2",1995,2,50.172,46.609378659444,5.0172,4.5
"CRA2",1996,1,189.714,4.6300005170023,18.9714,0.5
"CRA2",1996,2,23.447,41.6700046530207,2.3447,4.5
"CRA2",1997,1,208.6,4.98437817136846,20.86,0.5
"CRA2",1997,2,25.816,44.8594035423162,2.5816,4.5
"CRA2",1998,1,202.294,6.1945531921387,20.2294,0.5
"CRA2",1998,2,30.029,55.7509787292483,3.0029,4.5
"CRA2",1999,1,177.955,5.45200627319543,17.7955,0.5
"CRA2",1999,2,57.137,49.0680564587589,5.7137,4.5
"CRA2",2000,1,133.714,4.19528548474954,13.3714,0.5
"CRA2",2000,2,101.711,37.7575693627459,10.1711,4.5
"CRA2",2001,1,119.225,2.62678483202928,11.9225,0.5
"CRA2",2001,2,105.74,23.6410634882635,10.574,4.5
"CRA2",2002,1,72.88,2.09223107694778,7.288,0.5
"CRA2",2002,2,132.818,18.83007969253,13.2818,4.5
"CRA2",2003,1,68.755,2.57228179280477,6.8755,0.5
"CRA2",2003,2,127.214,23.1505361352429,12.7214,4.5
"CRA2",2004,1,76.971,2.18632961895012,7.6971,0.5
"CRA2",2004,2,120.366,19.6769665705511,12.0366,4.5
"CRA2",2005,1,82.388,2.36872662536213,8.2388,0.5
"CRA2",2005,2,142.783,21.3185396282592,14.2783,4.5
"CRA2",2006,1,90.588,2.70098032716256,9.0588,0.5
"CRA2",2006,2,135.947,24.308822944463,13.5947,4.5
"CRA2",2007,1,88.739,2.3306961147015,8.8739,0.5
"CRA2",2007,2,140.952,20.9762650323135,14.0952,4.5
"CRA2",2008,1,87.909,2.48088069146814,8.7909,0.5
"CRA2",2008,2,144.417,22.3279262232133,14.4417,4.5
"CRA2",2009,1,85.83,2.22258256180244,8.583,0.5
"CRA2",2009,2,149.323,20.003243056222,14.9323,4.5
"CRA2",2010,1,74.038,2.73112755398363,7.4038,0.5
"CRA2",2010,2,150.783,24.5801479858527,15.0783,4.5
"CRA2",2011,1,62.125,4.202915,6.2125,0.5
"CRA2",2011,2,166.858,37.826235,16.6858,4.5
"CRA2",2012,1,88.057,2.33998850442907,8.8057,0.5
"CRA2",2012,2,146.207,21.0598965398616,14.6207,4.5
"CRA2",2013,1,83.179,2.42345224269,8.3179,0.5
"CRA2",2013,2,152.519,21.81107018421,15.2519,4.5
"CRA2",2014,1,62.952,2.1417366206164,6.2952,0.5
"CRA2",2014,2,135.637,19.2756295855476,13.5637,4.5
"CRA2",2015,1,51.402,1.78222163223229,5.1402,0.5
"CRA2",2015,2,123.307,16.0399946900906,12.3307,4.5
"CRA2",2016,1,38.162,1.90707862299317,3.8162,0.5
"CRA2",2016,2,104.367,17.1637076069385,10.4367,4.5
"CRA2",2017,1,41.989,1.59397,4.1989,0.5
"CRA2",2017,2,100.765,14.34573,10.0765,4.5
"CRA2",2018,1,32.515,2.2257457365,3.2515,0.5
"CRA2",2018,2,47.457,20.0317116285,4.7457,4.5
"CRA2",2019,1,45.551,2.915211473,4.5551,0.5
"CRA2",2019,2,30.46,26.236903257,3.046,4.5
"CRA2",2020,1,37.605,2.905945177,3.7605,0.5
"CRA2",2020,2,46.291,26.153506593,4.6291,4.5
"CRA2",2021,1,47.49,2.83472475,4.749,0.5
"CRA2",2021,2,32.5,25.51252275,3.25,4.5
"CRA2",2022,1,46.927,1.21428,4.6927,0.5
"CRA2",2022,2,33.06,10.92852,3.306,4.5
"CRA2",2023,1,36.299,1.0233702961,3.6299,0.5
"CRA2",2023,2,43.696,9.2103326649,4.3696,4.5
"CRA2",2024,1,43.398,0.8726319376,4.3398,0.5
"CRA2",2024,2,36.559,7.8536874384,3.6559,4.5
